,disclosure_year,disclosure_date,transaction_date,owner,ticker,asset_description,type,amount,representative,district,ptr_link,cap_gains_over_200_usd,state,amount_cleaned
2657,2021,2021-02-23,2021-01-28,,APD,Air Products and Chemicals Inc,sale_full,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2658,2021,2021-02-23,2021-01-28,,BABA,Alibaba Group Holding Limited ADR,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2659,2021,2021-02-23,2021-01-28,,ALIZY,Allianz 10 Unsponsored ADR Representing Ord Shs,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2660,2021,2021-02-23,2021-01-28,,GOOGL,Alphabet Inc Class A,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2661,2021,2021-02-23,2021-01-28,,AMZN,Amazon.com Inc,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2662,2021,2021-02-23,2021-01-13,,ATO,Atmos Energy Corporation,purchase,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2663,2021,2021-02-23,2021-01-28,,ATO,Atmos Energy Corporation,sale_full,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2664,2021,2021-02-23,2021-01-28,,BBVA,Banco Bilbao Vizcaya Argentaria,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2665,2021,2021-02-23,2021-01-28,,BRK.B,Berkshire Hathaway Inc,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2666,2021,2021-02-23,2021-01-13,,BRK.B,Berkshire Hathaway Inc,purchase,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2667,2021,2021-02-23,2021-01-28,,BRK.B,Berkshire Hathaway Inc,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2668,2021,2021-02-23,2021-02-03,,BPHSPX,S&P 500 Bullish Percent Index,sale_full,"$15,001 - $50,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,32500.5
2669,2021,2021-02-23,2021-01-26,,CHKP,Check Point Software Technologies Ltd Ord Shares,purchase,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2670,2021,2021-02-23,2021-01-28,,CLX,Clorox Company,sale_full,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2671,2021,2021-02-23,2021-01-28,,CMS,CMS Energy Corporation,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2672,2021,2021-02-23,2021-01-13,,KO,Coca-Cola Company,purchase,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2673,2021,2021-02-23,2021-01-28,,KO,Coca-Cola Company,sale_full,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2674,2021,2021-02-23,2021-01-28,,DASTY,Dassult Systems SA ADR,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2675,2021,2021-02-23,2021-01-28,,DBSDY,Dbs Group Holdings Ltd Ord ADR Shares,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2676,2021,2021-02-23,2021-01-28,,DBSDY,Dbs Group Holdings Ltd Ord ADR Shares,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2677,2021,2021-02-23,2021-01-28,,EW,Edwards Lifesciences Corp,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2678,2021,2021-02-23,2021-01-28,,FB,Facebook Inc - Class A,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2679,2021,2021-02-23,2021-01-28,,FMX,Fomento Economico Mexicano SAB de CV,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2680,2021,2021-02-23,2021-01-28,,HUM,Humana Inc,sale_full,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2681,2021,2021-02-23,2021-01-22,,IFNNY,Infineon Technologies AG,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2682,2021,2021-02-23,2021-01-28,,IFNNY,Infineon Technologies AG,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2683,2021,2021-02-23,2021-01-22,,IFNNY,Infineon Technologies AG,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2684,2021,2021-02-23,2021-01-28,,ITUB,Itau Unibanco Banco Holding SA ADR shares,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2685,2021,2021-02-23,2021-02-09,,LIN,Linde plc Ord Shares,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2686,2021,2021-02-23,2021-01-28,,LZAGY,Lonza Group Ag Zuerich Unsponsored ADR,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2687,2021,2021-02-23,2021-01-28,,MA,Mastercard Incorporated,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2688,2021,2021-02-23,2021-01-28,,MRK,Merck & Company Inc CMN,sale_full,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2689,2021,2021-02-23,2021-01-28,,MRK,Merck & Company Inc CMN,sale_full,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2690,2021,2021-02-23,2021-01-13,,MRK,Merck & Company Inc CMN,purchase,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2691,2021,2021-02-23,2021-01-28,,MSFT,Microsoft Corporation,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2692,2021,2021-02-23,2021-01-28,,MCO,Moodys Corporation,sale_full,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2693,2021,2021-02-23,2021-01-28,,MCO,Moodys Corporation,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2694,2021,2021-02-23,2021-01-28,,NSRGY,Nestle SA Sponsored ADR rep Registered Shares Series B,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2695,2021,2021-02-23,2021-01-28,,NOC,Northrop Grumman Corp,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2696,2021,2021-02-23,2021-01-28,,PG,Procter & Gamble Company,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2697,2021,2021-02-23,2021-01-28,,RTX,Raytheon Technologies Corp,sale_full,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2698,2021,2021-02-23,2021-01-28,,RIO,Rio Tinto plc,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2699,2021,2021-02-23,2021-01-28,,RHHBY,Roche Holdings AG Base ADR Shares,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2700,2021,2021-02-23,2021-01-28,,SPGI,S&P Global Inc,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2701,2021,2021-02-23,2021-01-28,,SAP,SAP SE ADS,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2702,2021,2021-02-23,2021-01-26,,SAP,SAP SE ADS,purchase,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2703,2021,2021-02-23,2021-01-28,,SBGSY,Schneider Electric SE unsponsored ADR,purchase,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2704,2021,2021-02-23,2021-01-28,,SGSOY,SGS SA ADR,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2705,2021,2021-02-23,2021-01-28,,SSMXY,Sysmex Corporation unsponsored ADR,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2706,2021,2021-02-23,2021-01-13,,TSM,Taiwan Semiconductor Mfg Company,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2707,2021,2021-02-23,2021-02-08,,TSM,Taiwan Semiconductor Mfg Company,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2708,2021,2021-02-23,2021-01-28,,TCEHY,Tencent Holdings Limited unsponsored ADR Rep. B shares,purchase,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2709,2021,2021-02-23,2021-01-28,,TSLA,Tesla Inc,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2710,2021,2021-02-23,2021-01-28,,KHC,The Kraft Heinz Company,sale_full,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2711,2021,2021-02-23,2021-01-13,,KHC,The Kraft Heinz Company,purchase,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,False,MI,8000.5
2712,2021,2021-02-23,2021-01-28,,VRTX,Vertex Pharmaceuticals Incorporated,sale_full,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2713,2021,2021-02-23,2021-01-28,,V,Visa Inc,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2714,2021,2021-02-23,2021-01-28,,V,Visa Inc,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2715,2021,2021-02-23,2021-01-28,,V,Visa Inc,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2716,2021,2021-02-23,2021-01-28,,WMT,Walmart Inc,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2717,2021,2021-02-23,2021-01-28,,WMT,Walmart Inc,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2718,2021,2021-02-23,2021-01-28,,WEC,WEC Energy Group Inc,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2719,2021,2021-02-23,2021-01-28,,WEC,WEC Energy Group Inc,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2720,2021,2021-02-23,2021-01-28,,WEC,WEC Energy Group Inc,sale_partial,"$1,001 - $15,000",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,True,MI,8000.5
2721,2021,2021-02-23,2021-01-06,,DHR,Danaher Corporation,sale_full,"$1,001 - $15,000",Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217870.pdf,False,OR,8000.5
2722,2021,2021-02-23,2021-01-06,,TMO,Thermo Fisher Scientific,sale_full,"$1,001 - $15,000",Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217870.pdf,False,OR,8000.5
2723,2021,2021-02-23,2021-01-13,,TCEHY,Tencent Holdings Ltd,sale_full,"$1,001 - $15,000",Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217870.pdf,False,OR,8000.5
2724,2021,2021-02-23,2021-01-13,,BABA,Alibaba Group Holdings Ltd,sale_full,"$1,001 - $15,000",Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217870.pdf,False,OR,8000.5
2725,2021,2021-02-23,2021-01-06,,CTLT,Catalent,purchase,"$1,001 - $15,000",Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217870.pdf,False,OR,8000.5
2726,2021,2021-02-23,2021-01-13,,APTV,Aptiv PLC,purchase,"$1,001 - $15,000",Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217870.pdf,False,OR,8000.5
2727,2021,2021-02-23,2021-01-13,,,S&P500 Depositary Receipts,purchase,"$1,001 - $15,000",Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217870.pdf,False,OR,8000.5
2728,2021,2021-02-23,2021-01-20,,SCHW,Charles Schwab Corp,purchase,"$1,001 - $15,000",Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217870.pdf,False,OR,8000.5
2729,2021,2021-02-23,2021-01-20,,APD,Air Products & Chemicals,purchase,"$1,001 - $15,000",Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217870.pdf,False,OR,8000.5
2730,2021,2021-02-23,2021-01-20,,ASML,ASML Holding,purchase,"$1,001 - $15,000",Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217870.pdf,False,OR,8000.5
2731,2021,2021-02-23,2021-01-06,,BABA,Alibaba Group Holdings Ltd,sale_full,"$1,001 - $15,000",Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217870.pdf,False,OR,8000.5
2732,2021,2021-02-23,2021-01-20,,CB,Chubb Ltd,sale_full,"$1,001 - $15,000",Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217870.pdf,False,OR,8000.5
2733,2021,2021-02-23,2021-01-20,,UNP,Union Pacific Corporation,sale_full,"$1,001 - $15,000",Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217870.pdf,False,OR,8000.5
2734,2022,2022-04-15,2022-03-18,,BRK.B,Berkshire Hathaway Inc New,sale_partial,"$15,001 - $50,000",Michael C. Burgess,TX26,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020798.pdf,False,TX,32500.5
2735,2022,2022-04-15,2022-03-21,,SYK,Stryker Corporation,sale_partial,"$1,001 - $15,000",Michael C. Burgess,TX26,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020798.pdf,False,TX,8000.5
2736,2021,2021-09-17,2021-09-09,joint,,Eastern Howard Ind Third Millennium Sch Bldg Corp Ad Valorem PPTY Tax FirstMTG 4% 07/15/33,purchase,"$1,001 - $15,000",John Curtis,UT03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019492.pdf,False,UT,8000.5
2737,2021,2021-09-17,2021-09-07,joint,,Lake Hallie WIS Go Corp Purp BDS 2021 A 2% 10/01/23,purchase,"$1,001 - $15,000",John Curtis,UT03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019492.pdf,False,UT,8000.5
2738,2021,2021-09-17,2021-09-14,joint,,UTAH County UTAH Transn Sales Tax Rev Ref BDS 2021 4% 12/01/38,purchase,"$1,001 - $15,000",John Curtis,UT03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019492.pdf,False,UT,8000.5
2739,2020,2020-03-16,2020-02-05,joint,APD,"Air Products and Chemicals, Inc.",purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,8000.5
2740,2020,2020-03-16,2020-02-04,joint,APD,"Air Products and Chemicals, Inc.",purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,8000.5
2741,2020,2020-03-16,2020-02-03,joint,APD,"Air Products and Chemicals, Inc.",purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,8000.5
2742,2020,2020-03-16,2020-02-26,,AMZN,"Amazon.com, Inc.",purchase,"$15,001 - $50,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,32500.5
2743,2020,2020-03-16,2020-02-26,,AAPL,Apple Inc.,purchase,"$15,001 - $50,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,32500.5
2744,2020,2020-03-16,2020-02-03,joint,AAPL,Apple Inc.,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,8000.5
2745,2020,2020-03-16,2020-02-05,joint,TEAM,Atlassian Corporation Plc - Class A Ordinary Shares,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,8000.5
2746,2020,2020-03-16,2020-02-27,joint,BSX,Boston Scientific Corporation,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,8000.5
2747,2020,2020-03-16,2020-02-03,joint,CTLT,"Catalent, Inc.",sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,8000.5
2748,2020,2020-03-16,2020-02-28,joint,ECL,Ecolab Inc.,sale_full,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,8000.5
2749,2020,2020-03-16,2020-02-05,joint,EL,"Estee Lauder Companies, Inc.",sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,8000.5
2750,2020,2020-03-16,2020-02-18,joint,HMN,Horace Mann Educators Corporation,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,8000.5
2751,2020,2020-03-16,2020-02-14,joint,HMN,Horace Mann Educators Corporation,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,8000.5
2752,2020,2020-03-16,2020-02-03,joint,IART,Integra LifeSciences Holdings Corporation,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,8000.5
2753,2020,2020-03-16,2020-02-28,joint,LRCX,Lam Research Corporation,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,8000.5
2754,2020,2020-03-16,2020-02-28,joint,LHCG,LHC Group - Common Stock,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,8000.5
2755,2020,2020-03-16,2020-02-05,joint,MELI,"MercadoLibre, Inc.",sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,8000.5
2756,2020,2020-03-16,2020-02-13,joint,MSFT,Microsoft Corporation,purchase,"$50,001 - $100,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,75000.5
2757,2020,2020-03-16,2020-02-13,joint,MSFT,Microsoft Corporation,purchase,"$100,001 - $250,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,175000.5
2758,2020,2020-03-16,2020-02-13,joint,MSFT,Microsoft Corporation,purchase,"$250,001 - $500,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,375000.5
2759,2020,2020-03-16,2020-02-13,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,75000.5
2760,2020,2020-03-16,2020-02-13,joint,MSFT,Microsoft Corporation,sale_full,"$250,001 - $500,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,375000.5
2761,2020,2020-03-16,2020-02-13,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,75000.5
2762,2020,2020-03-16,2020-02-13,joint,MSFT,Microsoft Corporation,purchase,"$50,001 - $100,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,75000.5
2763,2020,2020-03-16,2020-02-13,joint,MSFT,Microsoft Corporation,purchase,"$250,001 - $500,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,375000.5
2764,2020,2020-03-16,2020-02-13,joint,MSFT,Microsoft Corporation,sale_full,"$100,001 - $250,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,175000.5
2765,2020,2020-03-16,2020-02-13,joint,MSFT,Microsoft Corporation,sale_full,"$100,001 - $250,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,175000.5
2766,2020,2020-03-16,2020-02-13,joint,MSFT,Microsoft Corporation,sale_full,"$100,001 - $250,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,175000.5
2767,2020,2020-03-16,2020-02-13,joint,MSFT,Microsoft Corporation,sale_full,"$250,001 - $500,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,375000.5
2768,2020,2020-03-16,2020-02-13,joint,MSFT,Microsoft Corporation,purchase,"$100,001 - $250,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,175000.5
2769,2020,2020-03-16,2020-02-13,joint,MSFT,Microsoft Corporation,purchase,"$100,001 - $250,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,False,NJ,175000.5
